Task,Trial,Problem,Operation_answer,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,instructions_2.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,simple_recall,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_feedback.started,text_feedback.stopped,simple_recall_corr,simple_recall_corrkeys,instructions_3.started,instructions_3.stopped,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,digit_answer,operation.started,operation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,operation_feedback.started,operation_feedback.stopped,instructions_8.started,instructions_8.stopped,feedback_msg.started,feedback_msg.stopped,processing_score,feedback_msg_2.started,feedback_msg_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructions_4.started,instructions_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,operation_3.started,operation_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,operation_feedback_2.started,operation_feedback_2.stopped,instructions_9.started,instructions_9.stopped,operation_correct,feedback_msg_4.started,feedback_msg_4.stopped,operation_4.started,operation_4.stopped,text_3.started,text_3.stopped,complex_recall_prac,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_feedback_3.started,text_feedback_3.stopped,instructions_6.started,instructions_6.stopped,complex_prac_corr,feedback_msg_3.started,feedback_msg_3.stopped,instructions_7.started,instructions_7.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,operation_2.started,operation_2.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,operation_feedback_3.started,operation_feedback_3.stopped,instructions_10.started,instructions_10.stopped,feedback_msg_5.started,feedback_msg_5.stopped,operation_5.started,operation_5.stopped,text.started,text.stopped,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_feedback_2.started,text_feedback_2.stopped,complex_recall_corr,complex_recall_corrkeys,instructions_5.started,instructions_5.stopped,finish.started,finish.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Practice,11,(5x3) - 7,8,,,,,,,,,0,0,0,0,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,272.66834580001887,None,['8'],0,[1.8689707000157796],272.66834580001887,None,272.66834580001887,None,272.66834580001887,None,275.08275269996375,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,10,(8/4) + 3,5,,,,,,,,,0,0,0,0,0,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,276.58134629996493,None,['5'],0,[1.9510382000007667],276.58134629996493,None,276.58134629996493,None,276.58134629996493,None,279.07876309996936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,12,(8/2) + 4,8,,,,,,,,,0,0,0,0,0,5,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,280.577272799972,None,['8'],0,[2.834212000016123],280.577272799972,None,280.577272799972,None,280.577272799972,None,283.9573960999842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,2,(1/1) - 1,0,,,,,,,,,0,0,0,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,285.4558280999772,None,['0'],0,[2.0787557000294328],285.4558280999772,None,285.4558280999772,None,285.4558280999772,None,288.0700022999663,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,5,(3/3) + 2,3,,,,,,,,,0,0,0,0,0,7,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,289.5684074999881,None,['3'],0,[1.5437761999783106],289.5684074999881,None,289.5684074999881,None,289.5684074999881,None,291.6500267999945,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,4,(4x4) - 14,2,,,,,,,,,0,0,0,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,293.1482187999645,None,['2'],0,[1.9986665999749675],293.1482187999645,None,293.1482187999645,None,293.1482187999645,None,295.6792471999652,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,3,(7x2) - 5,9,,,,,,,,,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,297.1776812999742,None,['9'],0,[2.258978899975773],297.1776812999742,None,297.1776812999742,None,297.1776812999742,None,299.97502369998256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,8,(3/3) + 5,6,,,,,,,,,0,0,0,0,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,301.4733672000002,None,['6'],0,[2.7051006000256166],301.4733672000002,None,301.4733672000002,None,301.4733672000002,None,304.7202062999713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,6,(2x6) - 8,4,,,,,,,,,0,0,0,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,306.2183025999693,None,['4'],0,[1.68682440003613],306.2183025999693,None,306.2183025999693,None,306.2183025999693,None,308.44989719998557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,15,(9/3) - 2,1,,,,,,,,,0,0,0,0,0,12,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,309.94795920001343,None,['1'],0,[2.723772099998314],309.94795920001343,None,309.94795920001343,None,309.94795920001343,None,313.2120514999842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,14,(6/3) + 4 ,6,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,314.7103470999864,None,['6'],0,[2.80500639998354],314.7103470999864,None,314.7103470999864,None,314.7103470999864,None,318.05752329999814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,7,(4x6) - 17,7,,,,,,,,,0,0,0,0,0,14,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,319.5556450000149,None,['7'],0,[2.578932599979453],319.5556450000149,None,319.5556450000149,None,319.5556450000149,None,322.66955559997587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,324.1683404999785,None,space,6.292598199972417,324.1683404999785,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0448385999771,None,space,20.165369099995587,331.0448385999771,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,9,(4/2) + 5,7,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,351.8582376000122,None,['7'],0,[2.2584590999758802],351.8582376000122,None,351.8582376000122,None,351.8582376000122,None,1,354.32608640001854,None,354.32608640001854,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.7202707999968,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0024384999997,None,['5'],0,[1.897525999986101],357.0024384999997,None,357.0024384999997,None,357.0024384999997,None,1,359.0590158000123,None,359.0590158000123,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.4490554999793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zq,"['z', 'q']",0,"[1.8602563999593258, 2.1412242999649607, 2.7612914000055753]",361.68268159998115,None,361.68268159998115,None,361.68268159998115,None,1,365.0111606999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,3,(7x2) - 5,9,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,366.6096649999963,None,['9'],0,[4.1813381999963894],366.6096649999963,None,366.6096649999963,None,366.6096649999963,None,1,370.96346250001807,None,370.96346250001807,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.3373838000116,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,12,(8/2) + 4,8,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,373.6695069000125,None,['6'],0,[1.570138000010047],373.6695069000125,None,373.6695069000125,None,373.6695069000125,None,0,375.4879515999928,None,375.4879515999928,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,4,(4x4) - 14,2,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,376.8329202000168,None,['2'],0,[1.8470617000130005],376.8329202000168,None,376.8329202000168,None,376.8329202000168,None,1,378.79971029999433,None,378.79971029999433,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.12968979997095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zl,"['z', 'l']",0,"[1.480007799982559, 1.7626121999928728, 2.167731499997899]",381.3950155999628,None,381.3950155999628,None,381.3950155999628,None,1,384.1256775999791,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,6,(2x6) - 8,4,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,385.74095639999723,None,['4'],0,[1.924555700039491],385.74095639999723,None,385.74095639999723,None,385.74095639999723,None,1,387.84771739999996,None,387.84771739999996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.2040012999787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,3,(7x2) - 5,9,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,390.53616199997487,None,['9'],0,[2.0068531000288203],390.53616199997487,None,390.53616199997487,None,390.53616199997487,None,1,392.729119799973,None,392.729119799973,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.1158046000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vt,"['v', 't']",0,"[0.7830276999738999, 1.0456777000217699, 1.3008051000069827]",395.3314292000141,None,395.3314292000141,None,395.3314292000141,None,1,397.2129453999805,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.72871339996345,None,space,14.072891199961305,398.72871339996345,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,6,(2x6) - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,413.4485910999938,None,['4'],0,[1.5421784999780357],413.4485910999938,None,413.4485910999938,None,413.4485910999938,None,415.19343939999817,None,415.19343939999817,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.5439764999901,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,417.8758014999912,None,['5'],0,[1.312516100006178],417.8758014999912,None,417.8758014999912,None,417.8758014999912,None,419.3448102999828,None,419.3448102999828,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.7230770000024,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qh,"['q', 'h']",0,"[0.3510085999732837, 0.6219154000282288, 1.0440810000291094]",421.971948899969,None,421.971948899969,None,1,QH,421.971948899969,None,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,12,(8/2) + 4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,423.6202971999883,None,['6'],0,[3.234972200007178],423.6202971999883,None,423.6202971999883,None,423.6202971999883,None,427.04365730000427,None,427.04365730000427,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,5,(3/3) + 2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,428.3825396000175,None,['3'],0,[1.5743429000140168],428.3825396000175,None,428.3825396000175,None,428.3825396000175,None,430.09977739996975,None,430.09977739996975,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.4127557000029,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,12,(8/2) + 4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,432.77802919998066,None,['8'],0,[4.644680999976117],432.77802919998066,None,432.77802919998066,None,432.77802919998066,None,437.6288688000059,None,437.6288688000059,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.9882017999771,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,9,(4/2) + 5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,440.27009539998835,None,['7'],0,[3.061117600009311],440.27009539998835,None,440.27009539998835,None,440.27009539998835,None,443.5223957999842,None,443.5223957999842,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.8655471999664,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ksq,"['k', 's', 'q']",0,"[0.3922221999964677, 0.6824767999933101, 0.9667224999866448, 1.3121315999887884]",446.1147709999932,None,446.1147709999932,None,1,KSQ,446.1147709999932,None,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
Practice,7,(4x6) - 17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,448.062829100003,None,['7'],0,[3.1593804999720305],448.062829100003,None,448.062829100003,None,448.062829100003,None,451.37796020001406,None,451.37796020001406,None,,,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.70828149997396,None,,,,,,,,,,,,,,,,,,,pilot_4,001,2019_Nov_06_1712,test_final,3.1.5,60.036045650691584,
