Task,Trial,Problem,Operation_answer,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,instructions_2.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,simple_recall,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_feedback.started,text_feedback.stopped,simple_recall_corr,simple_recall_corrkeys,instructions_3.started,instructions_3.stopped,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,digit_answer,operation.started,operation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,operation_feedback.started,operation_feedback.stopped,RT_list,instructions_8.started,instructions_8.stopped,feedback_msg.started,feedback_msg.stopped,processing_score,sumRT,meanRT,sumdiff,sd,RT,feedback_msg_2.started,feedback_msg_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructions_4.started,instructions_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,operation_3.started,operation_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,operation_feedback_2.started,operation_feedback_2.stopped,instructions_9.started,instructions_9.stopped,operation_correct,feedback_msg_4.started,feedback_msg_4.stopped,operation_4.started,operation_4.stopped,text_3.started,text_3.stopped,complex_recall_prac,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_feedback_3.started,text_feedback_3.stopped,instructions_6.started,instructions_6.stopped,complex_prac_corr,feedback_msg_3.started,feedback_msg_3.stopped,instructions_7.started,instructions_7.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,operation_2.started,operation_2.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,operation_feedback_3.started,operation_feedback_3.stopped,instructions_10.started,instructions_10.stopped,feedback_msg_5.started,feedback_msg_5.stopped,operation_5.started,operation_5.stopped,text.started,text.stopped,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_feedback_2.started,text_feedback_2.stopped,complex_recall_corr,complex_recall_corrkeys,instructions_5.started,instructions_5.stopped,finish.started,finish.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.started,key_resp_12.stopped,participant,session,date,expName,psychopyVersion,frameRate
Practice,9,(4/2) + 5,7,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.179418,None,['7'],0,[2.1325713999103755],308.179418,None,308.179418,None,308.179418,None,1,310.4262298,None,310.4262298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.7591948,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0746126,None,['5'],0,[2.5125815999927],313.0746126,None,313.0746126,None,313.0746126,None,1,315.6760398,None,315.6760398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0206417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sx,"['s', 'x']",0,"[0.798539699986577, 1.046621200046502, 1.454062500037253]",318.3027923,None,318.3027923,None,318.3027923,None,1,320.3174161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,7,(4x6) - 17,7,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.8493075,None,['7'],0,[6.082644799957052],321.8493075,None,321.8493075,None,321.8493075,None,1,328.0282736,None,328.0282736,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.3754163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.6906012,None,['5'],0,[2.2583181000081822],330.6906012,None,330.6906012,None,330.6906012,None,1,333.0454161,None,333.0454161,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.3867534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vj,"['v', 'j']",0,"[0.8698597999755293, 0.9932323000393808, 1.4221626999787986]",335.6691646,None,335.6691646,None,335.6691646,None,1,337.6502881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.1663531,None,space,7.5864482,339.1663531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,15,(9/3) - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,347.3404307,None,['1'],0,[2.7666109000565484],347.3404307,None,347.3404307,None,347.3404307,None,350.2122323,None,350.2122323,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.5368544,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,4,(4x4) - 14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,352.8689443,None,['2'],0,[2.617071200045757],352.8689443,None,352.8689443,None,352.8689443,None,355.5718077,None,355.5718077,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.914964,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vl,"['v', 'l']",0,"[0.8306581999640912, 0.9737170999869704, 1.3590770999435335]",358.196953,None,358.196953,None,1,VL,358.196953,None,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,3,(7x2) - 5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,360.1283102,None,['9'],0,[2.329022099962458],360.1283102,None,360.1283102,None,360.1283102,None,362.5425205,None,362.5425205,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.8746996,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,12,(8/2) + 4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,365.1902814,None,['8'],0,[2.160794699913822],365.1902814,None,365.1902814,None,365.1902814,None,367.4332391,None,367.4332391,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.7698114,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,13,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,370.1017844,None,['5'],0,[5.195729699917138],370.1017844,None,370.1017844,None,370.1017844,None,375.3615044,None,375.3615044,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.7117765,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kqr,"['k', 'q', 'r']",0,"[0.8197150999912992, 1.1202068000566214, 1.4278843000065535, 1.719223599997349]",377.9944134,None,377.9944134,None,1,KQR,377.9944134,None,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,8,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,380.2919872,None,['6'],0,[2.068093299982138],380.2919872,None,380.2919872,None,380.2919872,None,382.4399246,None,382.4399246,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.7882574,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,4,(4x4) - 14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,385.1040221,None,['2'],0,[2.2728383999783546],385.1040221,None,385.1040221,None,385.1040221,None,387.4644839,None,387.4644839,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.8168977,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,13,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,390.13214,None,['5'],0,[2.809455499984324],390.13214,None,390.13214,None,390.13214,None,393.0299214,None,393.0299214,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3777351,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,7,(4x6) - 17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,395.6767301,None,['7'],0,[8.414318300085142],395.6767301,None,395.6767301,None,395.6767301,None,404.1773979,None,404.1773979,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.5338922,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vkzj,"['v', 'k', 'z', 'j']",0,"[0.9081846000626683, 1.1715421000262722, 1.5961569000501186, 1.8791973000625148, 2.4808036000467837]",406.8159314,None,406.8159314,None,1,VKZJ,406.8159314,None,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,14,(6/3) + 4 ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,409.8795293,None,['6'],0,[2.5317824999801815],409.8795293,None,409.8795293,None,409.8795293,None,412.4952502,None,412.4952502,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.8423291,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,415.1577004,None,['5'],0,[3.6576952000614256],415.1577004,None,415.1577004,None,415.1577004,None,418.8990283,None,418.8990283,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.2527735,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,6,(2x6) - 8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,421.5515086,None,['4'],0,[4.0782290999777615],421.5515086,None,421.5515086,None,421.5515086,None,425.7106929,None,425.7106929,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.0460447,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,11,(5x3) - 7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,428.378114,None,['8'],0,[4.2583054000278935],428.378114,None,428.378114,None,428.378114,None,432.7174504,None,432.7174504,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.07251,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,7,(4x6) - 17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,435.3711857,None,['7'],0,[3.7049157000146806],435.3711857,None,435.3711857,None,435.3711857,None,439.1443508,None,439.1443508,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.4829974,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,njvrl,"['n', 'j', 'v', 'r', 'l']",0,"[0.8922468000091612, 1.380735700018704, 1.7115109000587836, 1.9471673000371084, 2.1369733000174165, 2.661985900020227]",441.7815854,None,441.7815854,None,1,NJVRL,441.7815854,None,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,13,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,445.0117335,None,['5'],0,[3.170197599916719],445.0117335,None,445.0117335,None,445.0117335,None,448.2592268,None,448.2592268,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.5906808,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
Practice,14,(6/3) + 4 ,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,450.9226594,None,['6'],0,[2.147647799924016],450.9226594,None,450.9226594,None,450.9226594,None,453.1375678,None,453.1375678,None,,,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.4858869,None,,,,,,,,,,,,,,,,,,,S1,1,2019_Nov_12_1124,test_final,3.1.5,60.01925418
