Task,Trial,Problem,Operation_answer,next_level.thisRepN,next_level.thisTrialN,next_level.thisN,next_level.thisIndex,next_letter.thisRepN,next_letter.thisTrialN,next_letter.thisN,next_letter.thisIndex,repeat_practice.thisRepN,repeat_practice.thisTrialN,repeat_practice.thisN,repeat_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,span_recall_prac.thisRepN,span_recall_prac.thisTrialN,span_recall_prac.thisN,span_recall_prac.thisIndex,span_size_prac.thisRepN,span_size_prac.thisTrialN,span_size_prac.thisN,span_size_prac.thisIndex,repeat_if_wrong_prac.thisRepN,repeat_if_wrong_prac.thisTrialN,repeat_if_wrong_prac.thisN,repeat_if_wrong_prac.thisIndex,span_recall.thisRepN,span_recall.thisTrialN,span_recall.thisN,span_recall.thisIndex,span_size.thisRepN,span_size.thisTrialN,span_size.thisN,span_size.thisIndex,repeat_if_wrong.thisRepN,repeat_if_wrong.thisTrialN,repeat_if_wrong.thisN,repeat_if_wrong.thisIndex,instructions_2.started,instructions_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,simple_recall,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_feedback.started,text_feedback.stopped,simple_recall_corr,simple_recall_corrkeys,instructions_3.started,instructions_3.stopped,instructions.started,instructions.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,digit_answer,operation.started,operation.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,operation_feedback.started,operation_feedback.stopped,instructions_8.started,instructions_8.stopped,feedback_msg.started,feedback_msg.stopped,processing_score,feedback_msg_2.started,feedback_msg_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instructions_4.started,instructions_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,operation_3.started,operation_3.stopped,key_resp_11.keys,key_resp_11.corr,key_resp_11.rt,key_resp_11.started,key_resp_11.stopped,operation_feedback_2.started,operation_feedback_2.stopped,instructions_9.started,instructions_9.stopped,operation_correct,feedback_msg_4.started,feedback_msg_4.stopped,operation_4.started,operation_4.stopped,text_3.started,text_3.stopped,complex_recall_prac,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,text_feedback_3.started,text_feedback_3.stopped,instructions_6.started,instructions_6.stopped,complex_prac_corr,feedback_msg_3.started,feedback_msg_3.stopped,instructions_7.started,instructions_7.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.started,key_resp_10.stopped,operation_2.started,operation_2.stopped,key_resp_7.keys,key_resp_7.corr,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,operation_feedback_3.started,operation_feedback_3.stopped,instructions_10.started,instructions_10.stopped,feedback_msg_5.started,feedback_msg_5.stopped,operation_5.started,operation_5.stopped,text.started,text.stopped,complex_recall,key_resp_8.keys,key_resp_8.corr,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_feedback_2.started,text_feedback_2.stopped,complex_recall_corr,complex_recall_corrkeys,instructions_5.started,instructions_5.stopped,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zt,"['z', 't']",0,"[1.2107423999696039, 1.3549736999557354, 1.8987753999535926]",283.0852129,None,283.0852129,None,283.0852129,None,0,285.5323269,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,13,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0810721,None,['5'],0,[4.811955899989698],287.0810721,None,287.0810721,None,287.0810721,None,1,291.9720091,None,291.9720091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.3246548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,11,(5x3) - 7,8,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,294.6403476,None,['8'],0,[4.2827631999971345],294.6403476,None,294.6403476,None,294.6403476,None,1,299.0283337,None,299.0283337,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.3685352,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zl,"['z', 'l']",0,"[0.8669158000266179, 0.9580427000182681, 1.3114635000238195]",301.6500562,None,301.6500562,None,301.6500562,None,1,303.5148267,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,14,(6/3) + 4 ,6,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0635115,None,['6'],0,[3.6592295999871567],305.0635115,None,305.0635115,None,305.0635115,None,1,308.8091485,None,308.8091485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,4,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.1582278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,2,(1/1) - 1,0,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,311.4736353,None,['0'],0,[1.7631596000283025],311.4736353,None,311.4736353,None,311.4736353,None,1,313.3188395,None,313.3188395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.6706814,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nv,"['n', 'v']",0,"[1.4470305000431836, 1.6759376000263728, 2.073078700050246]",315.9527696,None,315.9527696,None,315.9527696,None,1,318.5836655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,5,(3/3) + 2,3,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,320.1319698,None,['3'],0,[3.075095100037288],320.1319698,None,320.1319698,None,320.1319698,None,1,323.291757,None,323.291757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,5,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.6440695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,5,(3/3) + 2,3,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,325.942967,None,['3'],0,[2.2272213000105694],325.942967,None,325.942967,None,325.942967,None,1,328.2451747,None,328.2451747,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,5,0,5,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.5891956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rt,"['r', 't']",0,"[0.7757743999827653, 1.0362464999780059, 1.48891780001577]",330.887953,None,330.887953,None,330.887953,None,1,332.9362974,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4517778,None,space,3.6335446,334.4517778,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,10,(8/4) + 3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,338.6802526,None,['5'],0,[2.2671878000255674],338.6802526,None,338.6802526,None,338.6802526,None,341.0356994,None,341.0356994,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3598553,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,8,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,343.6922579,None,['6'],0,[2.90409709996311],343.6922579,None,343.6922579,None,343.6922579,None,346.6823475,None,346.6823475,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0381383,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ht,"['h', 't']",0,"[1.272720400011167, 1.4056717000203207, 1.7861099999863654]",349.3198318,None,349.3198318,None,1,HT,349.3198318,None,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,3,(7x2) - 5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,351.6844329,None,['9'],0,[3.6502046000096016],351.6844329,None,351.6844329,None,351.6844329,None,355.4283793,None,355.4283793,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.77915,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,13,(3x8) - 19 ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,358.0944239,None,['5'],0,[5.543446499970742],358.0944239,None,358.0944239,None,358.0944239,None,363.7209159,None,363.7209159,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0713157,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,8,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,366.3866054,None,['6'],0,[6.872333499952219],366.3866054,None,366.3866054,None,366.3866054,None,373.3253767,None,373.3253767,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.678514,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rqj,"['r', 'q', 'j']",0,"[1.1863556999596767, 1.4989180999691598, 1.7113280999474227, 2.5594498999998905]",375.9609148,None,375.9609148,None,1,RQJ,375.9609148,None,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,15,(9/3) - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,379.0905661,None,['1'],0,[3.2838165999855846],379.0905661,None,379.0905661,None,379.0905661,None,382.4638948,None,382.4638948,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.8192624,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,4,(4x4) - 14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,385.1350371,None,['2'],0,[4.174362100020517],385.1350371,None,385.1350371,None,385.1350371,None,389.395012,None,389.395012,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.7456292,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,2,(1/1) - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,392.0447558,None,['0'],0,[1.3427766000386328],392.0447558,None,392.0447558,None,392.0447558,None,393.4707446,None,393.4707446,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.825386,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,11,(5x3) - 7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,396.14048,None,['8'],0,[4.800955899991095],396.14048,None,396.14048,None,396.14048,None,401.0185917,None,401.0185917,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.367847,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jsnl,"['j', 's', 'n', 'l']",0,"[0.9256187999853864, 1.2590605999575928, 1.442684699955862, 1.6206284999498166, 2.0139607999590226]",403.6503784,None,403.6503784,None,1,JSNL,403.6503784,None,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,2,(1/1) - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,406.2308409,None,['0'],0,[5.524676800007001],406.2308409,None,406.2308409,None,406.2308409,None,411.8242663,None,411.8242663,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.1740202,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,15,(9/3) - 2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,0,0,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,414.4897585,None,['1'],0,[2.6382692999904975],414.4897585,None,414.4897585,None,414.4897585,None,417.2160115,None,417.2160115,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.5688684,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,11,(5x3) - 7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,419.8837107,None,['8'],0,[2.2161425999947824],419.8837107,None,419.8837107,None,419.8837107,None,422.1917464,None,422.1917464,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.547285,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,8,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,424.8462243,None,['6'],0,[2.589062900049612],424.8462243,None,424.8462243,None,424.8462243,None,427.5079792,None,427.5079792,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8585003,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
Practice,8,(3/3) + 5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,430.1740783,None,['6'],0,[2.876890999963507],430.1740783,None,430.1740783,None,430.1740783,None,433.1443344,None,433.1443344,None,,,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.4868329,None,,,,,,,,,,,,,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kqstr,"['k', 'q', 's', 't', 'r']",0,"[1.2685288999928162, 2.2766768999863416, 2.637806799961254, 2.838315899949521, 3.04395719995955, 4.122177399985958]",435.7852243,None,435.7852243,None,1,KQSTR,435.7852243,None,pilot_3,1,2019_Nov_06_1555,test_final,3.1.5,60.20103532
